,Unnamed: 0,action,effectiveness,effectiveness_number
355,355,Carnivores: Change location of food around enclosure,Unknown effectiveness (limited evidence),1
356,356,Carnivores: Feed a plant-derived protein diet,Unknown effectiveness (limited evidence),1
357,357,Carnivores: Feed commercially prepared diets,Unknown effectiveness (limited evidence),1
358,358,Carnivores: Feed individuals separately,No evidence found (no assessment),1
359,359,Carnivores: Feed individuals within a social group,No evidence found (no assessment),1
360,360,Carnivores: Feed whole carcasses (with or without organs/gastrointestinal tract),Trade-off between benefit and harms,1
361,361,Carnivores: Hand-feed,No evidence found (no assessment),1
362,362,Carnivores: Hide food around enclosure,Beneficial,2
363,363,Carnivores: Increase variety of food items,No evidence found (no assessment),1
364,364,Carnivores: Present food frozen in ice,Likely to be beneficial,2
365,365,Carnivores: Present food in/on water,No evidence found (no assessment),1
366,366,Carnivores: Present food inside objects (e.g. Boomer balls),Likely to be beneficial,2
367,367,"Carnivores: Provide bones, hides or partial carcasses",Likely to be beneficial,2
368,368,"Carnivores: Provide devices to simulate live prey, including sounds, lures, pulleys and bungees",Trade-off between benefit and harms,1
369,369,Carnivores: Provide food during natural active periods,No evidence found (no assessment),1
370,370,Carnivores: Provide food during visitor experiences,No evidence found (no assessment),1
371,371,Carnivores: Provide food on a random temporal schedule,Trade-off between benefit and harms,1
372,372,"Carnivores: Provide live invertebrate prey, including in feeding devices",Unknown effectiveness (limited evidence),1
373,373,Carnivores: Provide live vertebrate prey,Unknown effectiveness (limited evidence),1
374,374,Carnivores: Scatter food around enclosure,Unknown effectiveness (limited evidence),1
375,375,Carnivores: Supplement meat-based diet with amino acids,Unknown effectiveness (limited evidence),1
376,376,Carnivores: Supplement meat-based diet with fatty acids,No evidence found (no assessment),1
377,377,Carnivores: Supplement meat-based diet with vitamins or minerals,No evidence found (no assessment),1
378,378,Carnivores: Supplement meat-based diets with prebiotic plant material to facilitate digestion,Unknown effectiveness (limited evidence),1
379,379,Carnivores: Use food as a reward in animal training,No evidence found (no assessment),1
380,380,Carnivores: Use of automated feeders,No evidence found (no assessment),1
381,381,Carry out surveillance for diseases,No evidence found (no assessment),1
382,382,Carry out surveillance of bats to prevent the spread of disease/viruses to humans to reduce human-wildlife conflict,No evidence found (no assessment),1
383,383,Carry out surveillance of reptiles for early treatment/action to prevent spread of disease,No evidence found (no assessment),1
384,384,"Cease livestock grazing: Forest, open woodland & savanna",Awaiting assessment,1
385,385,Cease livestock grazing: Grassland & shrubland,Awaiting assessment,1
386,386,Cease livestock grazing: Wetland,Awaiting assessment,1
387,387,Cease or alter maintenance activities on intertidal artificial structures,No evidence found (no assessment),1
388,388,Cease or alter maintenance activities on subtidal artificial structures,Awaiting assessment,1
389,389,Cease or prohibit activities that cause disturbance during sensitive periods for marine and freshwater mammals,No evidence found (no assessment),1
390,390,Cease or prohibit activities that cause disturbance in sensitive areas for marine and freshwater mammals,Likely to be beneficial,2
391,391,Cease or prohibit aggregate extraction,Beneficial,2
392,392,Cease or prohibit all (mobile and static) fishing gears that catch bottom (demersal) species,Awaiting assessment,1
393,393,Cease or prohibit all commercial fishing,Awaiting assessment,1
394,394,Cease or prohibit all fishing activity in a marine protected area with limited exceptions,Awaiting assessment,1
395,395,Cease or prohibit all non-towed (static) fishing gear,Awaiting assessment,1
396,396,Cease or prohibit all towed (mobile) fishing gear,Beneficial,2
397,397,Cease or prohibit all types of fishing,Likely to be beneficial,2
398,398,Cease or prohibit all types of fishing,No evidence found (no assessment),1
399,399,Cease or prohibit all types of fishing in a marine protected area,Awaiting assessment,1
400,400,Cease or prohibit aquaculture activity,Unknown effectiveness (limited evidence),1
401,401,Cease or prohibit bottom trawling,Likely to be beneficial,2
402,402,Cease or prohibit commercial fishing,Unknown effectiveness (limited evidence),1
403,403,Cease or prohibit commercial fishing,No evidence found (no assessment),1
404,404,Cease or prohibit customary fishing (indigenous fishing for cultural and community needs),Awaiting assessment,1
405,405,Cease or prohibit discharge of waste effluents overboard from vessels,No evidence found (no assessment),1
406,406,Cease or prohibit dredging,Likely to be beneficial,2
407,407,Cease or prohibit line fishing,Awaiting assessment,1
408,408,Cease or prohibit marine mining,Unknown effectiveness (limited evidence),1
409,409,Cease or prohibit midwater/semi-pelagic trawling,No evidence found (no assessment),1
410,410,Cease or prohibit mining waste (tailings) disposal at sea,No evidence found (no assessment),1
411,411,Cease or prohibit mobile fishing gears that catch bottom (demersal) species and are dragged across the seafloor,Awaiting assessment,1
412,412,Cease or prohibit mobile midwater (pelagic) fishing gears,Awaiting assessment,1
413,413,Cease or prohibit oil and gas drilling,No evidence found (no assessment),1
414,414,Cease or prohibit shellfish dredging,Awaiting assessment,1
415,415,Cease or prohibit shipping,Unknown effectiveness (limited evidence),1
416,416,Cease or prohibit spearfishing,Awaiting assessment,1
417,417,Cease or prohibit static fishing gear,No evidence found (no assessment),1
418,418,Cease or prohibit the deposit of drill cuttings on the seabed,No evidence found (no assessment),1
419,419,Cease or prohibit the disposal of drill cuttings at sea or in rivers,No evidence found (no assessment),1
420,420,Cease or prohibit the disposal of drill cuttings at sea or in rivers,No evidence found (no assessment),1
421,421,Cease or prohibit the disposal of mining waste (tailings) at sea or in rivers,No evidence found (no assessment),1
422,422,Cease or prohibit the disposal of mining waste (tailings) at sea or in rivers,No evidence found (no assessment),1
423,423,Cease or prohibit the harvest of conch,No evidence found (no assessment),1
424,424,Cease or prohibit the harvest of sea urchins,No evidence found (no assessment),1
425,425,Cease or prohibit the harvesting of scallops,Unknown effectiveness (limited evidence),1
426,426,Cease/reduce payments to cull mammals,Unknown effectiveness (limited evidence),1
427,427,Certify farms and market their products as ‘primate friendly’,No evidence found (no assessment),1
428,428,Certify forest concessions and market their products as ‘primate friendly’,No evidence found (no assessment),1
429,429,Certify mines and market their products as ‘primate friendly’ (e.g. ape-friendly cellular phones),No evidence found (no assessment),1
430,430,Change effluent treatments of domestic and urban waste water,Unknown effectiveness (limited evidence),1
431,431,Change effluent treatments used in agriculture and forestry,No evidence found (no assessment),1
432,432,Change hook baiting technique,Awaiting assessment,1
433,433,Change mowing regime,Unknown effectiveness (limited evidence),1
434,434,"Change mowing regime (e.g. timing, frequency, height)",No evidence found (no assessment),1
435,435,Change of crop (i.e. to a crop less palatable to primates),No evidence found (no assessment),1
436,436,Change season/timing of cutting/mowing,Unknown effectiveness (limited evidence),1
437,437,Change season/timing of cutting/mowing: brackish/salt marshes,No evidence found (no assessment),1
438,438,Change season/timing of cutting/mowing: freshwater marshes,Likely to be beneficial,2
439,439,Change season/timing of livestock grazing,No evidence found (no assessment),1
440,440,Change season/timing of livestock grazing: brackish/saline swamps,No evidence found (no assessment),1
441,441,Change season/timing of livestock grazing: brackish/salt marshes,Likely to be beneficial,2
442,442,Change season/timing of livestock grazing: freshwater marshes,Likely to be beneficial,2
443,443,Change season/timing of livestock grazing: freshwater swamps,No evidence found (no assessment),1
444,444,Change season/timing of prescribed burning: brackish/saline swamps,No evidence found (no assessment),1
445,445,Change season/timing of prescribed burning: brackish/salt marshes,No evidence found (no assessment),1
446,446,Change season/timing of prescribed burning: freshwater marshes,Unknown effectiveness (limited evidence),1
447,447,Change season/timing of prescribed burning: freshwater swamps,No evidence found (no assessment),1
448,448,Change season/timing of vegetation harvest: brackish/saline swamps,No evidence found (no assessment),1
449,449,Change season/timing of vegetation harvest: brackish/salt marshes,No evidence found (no assessment),1
450,450,Change season/timing of vegetation harvest: freshwater marshes,Likely to be beneficial,2
451,451,Change season/timing of vegetation harvest: freshwater swamps,No evidence found (no assessment),1
452,452,Change the colour (spectral composition) of lighting,Awaiting assessment,1
